,id,title,all
148,43074,Ghostbusters,paul feig melissa mccarthy kristen wiig kate mckinnon leslie jones action fantasy comedy female friendship ghost hunting reboot ghost
149,95,Armageddon,michael bay bruce willis billy bob thornton ben affleck liv tyler action thriller science fiction adventure saving the world paris moon cataclysm asteroid self sacrifice nasa space marine loss of father daughter space wedding astronaut eiffel tower paris duringcreditsstinger disaster movie space centre
150,608,Men in Black II,barry sonnenfeld tommy lee jones will smith rip torn lara flynn boyle action adventure comedy science fiction saving the world secret identity sun glasses undercover space marine illegal immigration deportation new identity flying saucer light firearm alien fictional government agency
151,2310,Beowulf,robert zemeckis ray winstone angelina jolie anthony hopkins robin wright adventure action animation denmark nordic mythology lie pride and vanity folk hero human weakness viking alienation festival hall sin royalty curse battle ancient world adult animation motion capture
152,140300,Kung Fu Panda 3,jennifer yuh nelson jack black bryan cranston dustin hoffman angelina jolie action adventure animation comedy family china martial arts kung fu village panda sequel talking animal anthropomorphism dragon ancient china wuxia woman director
153,56292,Mission: Impossible - Ghost Protocol,brad bird tom cruise jeremy renner simon pegg paula patton action thriller adventure fight sequel mission explosion broken arm imax nuclear threat
154,81188,Rise of the Guardians,peter ramsey chris pine alec baldwin jude law isla fisher fantasy animation family dream santa claus nightmare easter bunny tooth fairy jack frost sandman duringcreditsstinger
155,7552,Fun with Dick and Jane,dean parisot jim carrey téa leoni alec baldwin richard jenkins comedy based on novel desperation robber hold-up robbery remake suburbia loss of job humiliation unemployment bankruptcy travel agent riches to rags bearer bonds comeuppance
156,616,The Last Samurai,edward zwick tom cruise ken watanabe william atherton chad lindberg drama action war history japan war crimes sense of guilt swordplay general samurai war veteran katana sword arms deal homeland emperor language barrier self-discovery mountain village foreign legion mercenary campaign commercial agreement insurgence leader war strategy gettysburg loss of husband slaughter soldier alcoholic u.s. soldier japanese army 19th century war trauma
157,147441,Exodus: Gods and Kings,ridley scott christian bale joel edgerton john turturro aaron paul adventure drama action moses bible ancient egypt 3d ramses
158,13475,Star Trek,j.j. abrams chris pine zachary quinto leonard nimoy eric bana science fiction action adventure spacecraft teleportation space mission parachute time travel black hole supernova prequel warp speed futuristic warp engine romulans outer space vulcan alternate reality space opera reboot
159,557,Spider-Man,sam raimi tobey maguire willem dafoe kirsten dunst james franco fantasy action loss of lover spider thanksgiving bad boss hostility marvel comic superhero pokies evil reference to superman goblin
160,82702,How to Train Your Dragon 2,dean deblois jay baruchel gerard butler kristen wiig jonah hill fantasy action adventure animation comedy family father son relationship wife husband relationship sacrifice viking sequel rescue dragon mother son relationship death of husband warrior 3d
161,205584,Gods of Egypt,alex proyas brenton thwaites nikolaj coster-waldau gerard butler courtney eaton fantasy egypt underworld fight mythology nile war thief rescue desert gods egyptian mythology egyptian myth
162,10048,Stealth,rob cohen josh lucas jessica biel jamie foxx sam shepard action artificial intelligence u.s. navy aftercreditsstinger
163,13183,Watchmen,zack snyder malin åkerman billy crudup carla gugino jeffrey dean morgan action mystery science fiction dc comics secret identity mass murder retirement based on comic book conspiracy nuclear war doomsday soviet masked vigilante doomsday clock red square death of superhero american president 1980s
164,944,Lethal Weapon 4,richard donner mel gibson danny glover joe pesci rene russo action adventure comedy crime thriller lapd house on fire revolver
165,1927,Hulk,ang lee eric bana jennifer connelly sam elliott josh lucas drama action science fiction california san francisco monster general gun dna mutation psychology berkeley transformation frog president marvel comic superhero golden gate bridge doctor fear scientist dog desert anger mirror phone military cell hulk superhuman strength repressed memory repression
166,72559,G.I. Joe: Retaliation,jon m. chu dwayne johnson d.j. cotrona adrianne palicki bruce willis adventure action science fiction thriller terror assassin secret technology missile warhead president rescue conspiracy explosion battle surveillance cobra
167,7364,Sahara,breck eisner matthew mcconaughey penélope cruz steve zahn william h. macy action adventure comedy drama mystery tyrant ironclad ship
168,2114,Final Fantasy: The Spirits Within,hironobu sakaguchi donald sutherland ming-na wen alec baldwin ving rhames adventure action animation fantasy science fiction thriller battle assignment dystopia alien downfall scientist based on video game
169,1771,Captain America: The First Avenger,joe johnston chris evans hugo weaving tommy lee jones hayley atwell action adventure science fiction new york usa world war ii nazis marvel comic superhero based on comic book nazi germany period drama brooklyn new york city captain america aftercreditsstinger marvel cinematic universe 3d
170,36643,The World Is Not Enough,michael apted pierce brosnan sophie marceau robert carlyle denise richards adventure action thriller british mission oil heiress bilbao spain british secret service
171,8619,Master and Commander: The Far Side of the World,peter weir russell crowe paul bettany james d'arcy billy boyd adventure naturalist frigate self surgery sea battle weevil
172,50620,The Twilight Saga: Breaking Dawn - Part 2,bill condon kristen stewart robert pattinson taylor lautner peter facinelli adventure fantasy drama romance vampire romance villainess super strength imprinting cross breed bloodsucker grudge vampire vs vampire chief of police dhampir forks washington wolf pack misinformation seeing the future fang vamp
173,65759,Happy Feet Two,george miller elijah wood robin williams pink e.g. daily animation comedy family penguin musical aftercreditsstinger 3d
174,1724,The Incredible Hulk,louis leterrier edward norton liv tyler tim roth william hurt science fiction action adventure new york rio de janeiro marvel comic superhero based on comic book on the run fugitive super soldier tony stark virginia military hulk marvel cinematic universe angry bruce banner
175,267935,The BFG,steven spielberg ruby barnhill mark rylance rebecca hall jemaine clement adventure family fantasy london england england based on novel queen little girl orphan cannibal giant evil brother
176,281957,The Revenant,alejandro gonzález iñárritu leonardo dicaprio tom hardy will poulter domhnall gleeson western drama adventure thriller father son relationship rape based on novel mountains winter grizzly bear wilderness frontier revenge murder native american survival bear snow violence animal death bear attack death of son based on true events fur trapper
177,77950,Turbo,david soren ryan reynolds paul giamatti michael peña samuel l. jackson animation family underdog car race dream speed power snail fast friends superpower racer
178,44896,Rango,gore verbinski johnny depp isla fisher ned beatty bill nighy animation comedy family western adventure sheriff nevada pet rango chameleon las vegas cactus terrarium construction site armadillo disillusionment
